%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=206354, 2016/04/14 11:6:12.55)
11 144  6.456601867702685300e+07 0 0 4.399873e-01 -9.719862e-02 -2.444639e-01 -1.373701e-02 2.724129e-01 -3.097403e-01 -3.080253e-01 -8.492138e-01 4.694447e-01 -5.392584e-01 -1.664743e-02 -9.051135e-03 2.459792e-01 6.156516e-01 2.017524e-01 1.052890e-02 -2.505291e-02 1.369715e-01 -2.589436e-01 -9.673119e-02 2.605523e-02 -2.669036e-02 1.922763e-01 -2.037495e-01 -2.928584e-01 -1.091935e-02 1.645122e-02 2.829232e-01 
12 157  6.454357628276363000e+07 0 0 3.795936e-01 -8.175522e-02 -2.483394e-01 -6.795077e-03 4.548526e-01 -6.710728e-01 -2.921078e-01 -4.407903e-01 2.366538e-02 -4.034429e-01 -2.617631e-02 -4.168665e-03 1.985207e-01 5.048959e-01 3.970009e-01 2.499464e-02 -2.872226e-02 1.041959e-01 -3.077088e-01 1.820068e-01 1.869996e-02 -3.538899e-02 2.750541e-01 2.292393e-01 -1.876354e-01 1.074658e-02 2.112466e-02 2.443127e-01 
13 170  6.451277738849020000e+07 0 0 3.966010e-01 -3.409290e-02 -2.488487e-01 1.242180e-02 4.595640e-01 -4.214992e-01 -2.978218e-01 -9.019657e-01 3.649337e-01 -1.734919e-01 -2.662662e-02 -1.277257e-02 1.766548e-01 7.523317e-01 1.691779e-01 9.918007e-03 -1.664345e-02 2.403905e-01 -2.072221e-01 -8.526196e-02 3.332030e-02 -3.008730e-02 4.076960e-01 1.193139e-01 -2.831638e-01 -2.591375e-03 2.134925e-02 2.965430e-01 
14 183  6.450801618481148000e+07 0 0 4.880453e-01 1.480099e-01 -2.485774e-01 8.791830e-02 3.484922e-01 -4.093008e-01 -3.068335e-01 -1.070888e+00 3.620777e-01 -3.443261e-01 -1.330331e-02 -1.157356e-02 2.840840e-01 4.148435e-01 3.856072e-02 4.956744e-03 -2.088427e-02 2.018561e-01 3.668373e-01 -3.503519e-01 4.161540e-02 -3.599501e-02 2.270981e-01 -8.611871e-02 7.898237e-02 -5.927594e-03 2.022876e-02 3.985121e-01 
15 196  6.446508163233585700e+07 0 0 4.505385e-01 7.660552e-02 -2.551911e-01 1.408793e-01 3.802473e-01 -9.662519e-01 -2.941579e-01 -7.124669e-01 4.123908e-01 -5.135116e-01 -2.663878e-02 -4.946966e-03 2.938025e-01 7.310998e-01 1.853999e-01 1.314627e-02 -2.605677e-02 2.858309e-01 3.956502e-01 -1.077651e-01 3.443804e-02 -2.300729e-02 3.732128e-01 -1.481277e-01 -4.754483e-02 -6.472341e-03 2.545879e-02 1.084620e-01 
16 209  6.448022039774218900e+07 0 0 4.388843e-01 1.290998e-01 -2.473011e-01 8.654195e-02 3.867992e-01 -8.603484e-01 -2.866866e-01 -8.936833e-01 5.916654e-01 -2.596048e-01 -2.752505e-02 -3.731463e-03 2.341282e-01 4.095086e-01 1.948292e-02 1.957214e-02 -1.838016e-02 2.646788e-01 4.388850e-01 3.435511e-02 3.824066e-02 -1.772359e-02 3.849528e-01 -1.734998e-01 -3.714689e-01 -9.189595e-03 2.032332e-02 2.012804e-01 
17 222  6.448136309642323100e+07 0 0 4.507658e-01 1.905733e-01 -2.506481e-01 1.366122e-01 4.300927e-01 -1.043975e+00 -2.991315e-01 -9.017866e-01 -9.240276e-02 -2.943868e-01 -2.922558e-02 5.707178e-03 2.415252e-01 5.804298e-01 2.147341e-01 2.211844e-02 -1.653500e-02 2.760484e-01 6.319882e-01 -1.470606e-01 3.631587e-02 -1.474815e-02 2.837684e-01 1.572457e-01 -2.046384e-01 1.057534e-02 2.201486e-02 1.936702e-01 
18 235  6.450874699566527500e+07 0 0 3.998594e-01 7.872254e-02 -2.517446e-01 -2.249546e-02 4.324772e-01 -1.055315e+00 -3.036626e-01 -7.593502e-01 6.847439e-02 -2.006756e-01 -2.823524e-02 4.886410e-03 2.108629e-01 3.068254e-01 3.591616e-02 1.525346e-02 -2.446889e-02 2.821124e-01 2.009886e-01 1.813767e-02 3.037108e-02 -2.277935e-02 2.995562e-01 -2.311694e-01 -4.138154e-01 1.906566e-02 2.539780e-02 2.314476e-01 
19 248  6.449810803626129800e+07 0 0 3.471817e-01 2.091098e-01 -2.473396e-01 3.828035e-02 2.755601e-01 -8.900118e-01 -2.891631e-01 -6.683859e-01 1.964983e-01 -3.252210e-01 -3.367494e-02 -6.456914e-03 3.008641e-01 8.782534e-01 -3.784261e-03 1.545391e-02 -1.585978e-02 2.491942e-01 5.233526e-01 -2.718103e-01 2.762125e-02 -2.329194e-02 3.184653e-01 1.471018e-01 -2.413526e-01 1.802702e-02 3.847837e-02 2.211125e-01 
20 261  6.449947305946683900e+07 0 0 4.434088e-01 1.530930e-01 -2.582399e-01 4.082999e-02 3.514247e-01 -1.235924e+00 -2.976096e-01 -9.530213e-01 1.305820e-02 -3.154744e-01 -2.543214e-02 2.283079e-02 1.610363e-01 4.813360e-01 1.363360e-01 9.836067e-03 -1.057895e-02 3.742490e-01 1.790629e-01 3.050969e-02 1.985005e-02 -1.264731e-02 2.446530e-01 2.830526e-02 -3.945442e-01 2.103740e-02 2.554411e-02 1.768920e-01 
21 274  6.450290366620937700e+07 0 0 4.533613e-01 1.727521e-03 -2.518651e-01 -2.238284e-02 3.741954e-01 -1.301147e+00 -2.936474e-01 -1.066274e+00 2.819228e-01 -2.975580e-01 -3.058863e-02 1.296341e-02 2.450320e-01 4.293536e-01 1.593399e-01 1.592069e-02 -2.092740e-02 2.377368e-01 1.560746e-01 -1.011331e-01 1.717799e-02 -2.639061e-02 3.534490e-01 -1.415531e-01 -2.229567e-01 1.688354e-02 3.583086e-02 1.166355e-01 
22 287  6.454459053234908000e+07 0 0 4.803465e-01 -7.201246e-02 -2.358563e-01 1.378791e-01 3.082395e-01 -1.065002e+00 -3.011379e-01 -8.776886e-01 2.818181e-01 -2.558699e-01 -2.874163e-02 2.218071e-02 1.845908e-01 3.130661e-01 1.262462e-01 1.313108e-02 -2.233665e-02 3.073146e-01 9.570210e-02 -1.948278e-01 2.707970e-02 -2.001019e-02 2.101502e-01 2.011435e-03 -4.364260e-01 2.015607e-02 3.413856e-02 2.199465e-01 
23 300  6.450390298069627600e+07 0 0 3.177596e-01 -9.332385e-03 -2.545026e-01 1.859256e-02 4.316417e-01 -1.023041e+00 -3.020505e-01 -9.218938e-01 4.151189e-01 -2.397822e-01 -1.774677e-02 1.473926e-02 2.195821e-01 7.452971e-01 1.191829e-01 2.567244e-02 -2.615226e-02 3.327316e-01 1.105497e-01 -5.831011e-02 1.834486e-02 -1.476570e-02 2.604619e-01 6.875026e-02 -4.127131e-01 2.359958e-02 3.148278e-02 2.043252e-01 
24 313  6.449624749071051200e+07 0 0 3.890067e-01 5.669407e-02 -2.451201e-01 -2.749732e-02 4.535394e-01 -9.794414e-01 -2.993585e-01 -1.059150e+00 5.950367e-01 -1.815606e-01 -3.148497e-02 1.817712e-02 1.351146e-01 3.521135e-01 1.690912e-01 2.609245e-02 -1.668059e-02 3.656301e-01 1.049522e-01 -2.433467e-01 1.569471e-02 -1.366020e-02 2.919682e-01 -3.516384e-02 -1.916692e-01 1.531729e-02 2.830188e-02 1.885184e-01 
25 326  6.450632136954969200e+07 0 0 3.911581e-01 -7.578224e-02 -2.447207e-01 3.083606e-02 3.620859e-01 -1.126922e+00 -3.066641e-01 -8.756836e-01 1.540946e-01 -2.251415e-01 -3.847103e-02 1.189591e-02 2.017555e-01 6.413779e-01 7.709828e-02 2.803032e-02 -1.151530e-02 3.024632e-01 -3.853250e-02 -5.048684e-02 2.074208e-02 -1.526813e-02 3.344459e-01 -1.935063e-01 -2.892551e-01 2.331310e-02 3.998454e-02 1.909059e-01 
26 339  6.447057276365022400e+07 0 0 4.078509e-01 1.052984e-02 -2.440946e-01 1.024053e-01 3.820289e-01 -1.201192e+00 -3.053133e-01 -7.769493e-01 3.556873e-01 -2.628446e-01 -2.210690e-02 1.369800e-02 2.635504e-01 5.528965e-01 7.710390e-02 2.929868e-02 -1.297336e-02 3.323985e-01 2.261833e-01 -2.682828e-01 1.957354e-02 -1.922098e-02 3.868097e-01 3.237006e-01 -1.800306e-01 1.074794e-02 2.327415e-02 1.462739e-01 
27 352  6.446695971405783300e+07 0 0 3.386209e-01 1.564289e-01 -2.446170e-01 1.179021e-01 3.994187e-01 -7.946871e-01 -2.994266e-01 -1.008307e+00 1.602000e-01 -1.067966e-01 -2.673126e-02 2.166840e-02 1.879601e-01 4.715435e-01 -7.332607e-02 3.312540e-02 -1.153086e-02 3.304333e-01 3.270593e-01 -4.841455e-01 2.680269e-02 -1.780428e-02 3.246453e-01 2.139558e-01 -2.129518e-01 1.679174e-02 3.062888e-02 1.144280e-01 
28 365  6.446303549203220000e+07 0 0 4.012043e-01 1.773200e-01 -2.452386e-01 1.698472e-01 4.165826e-01 -8.293305e-01 -2.941705e-01 -7.490902e-01 2.026394e-01 -3.438022e-01 -2.946376e-02 1.610635e-02 1.679851e-01 6.163966e-01 -1.130982e-01 2.916419e-02 -2.320543e-02 3.207415e-01 3.614874e-02 -2.590991e-01 2.864640e-02 -1.020386e-02 3.103911e-01 6.008496e-01 -2.113631e-01 1.482211e-02 2.309296e-02 1.978812e-01 
29 378  6.445571340564709200e+07 0 0 3.477326e-01 1.732320e-01 -2.439097e-01 1.204284e-01 3.433032e-01 -9.337454e-01 -2.982170e-01 -7.112732e-01 3.821636e-01 -3.166026e-01 -1.836803e-02 1.380195e-02 2.355030e-01 7.058242e-01 -3.280728e-02 2.310560e-02 -1.644652e-02 3.996953e-01 2.466176e-01 -2.398743e-01 2.997300e-02 -1.372810e-02 3.895039e-01 2.357221e-01 -2.045529e-01 1.790737e-02 3.161879e-02 1.402852e-01 
30 391  6.443279085825943900e+07 0 0 4.214211e-01 2.322825e-01 -2.394358e-01 1.467071e-01 3.346893e-01 -9.854894e-01 -3.042557e-01 -8.430032e-01 6.156148e-01 -2.352098e-01 -1.867597e-02 1.320296e-02 1.749055e-01 8.773920e-01 -1.579926e-01 2.923300e-02 -1.005294e-02 3.214570e-01 4.043530e-01 -6.046037e-01 2.553193e-02 -2.070301e-02 3.879285e-01 4.591192e-01 -2.497110e-01 8.893719e-03 2.296317e-02 1.466909e-01 
31 404  6.445006417153579700e+07 0 0 4.308987e-01 2.146921e-01 -2.422745e-01 1.126758e-01 3.191490e-01 -8.547302e-01 -3.031827e-01 -9.677450e-01 3.547393e-01 -2.587992e-01 -2.540721e-02 6.365254e-03 2.067053e-01 7.241426e-01 -2.188116e-03 2.001166e-02 -1.134285e-02 3.662590e-01 3.485532e-01 -2.793448e-01 2.587911e-02 -1.967240e-02 3.581780e-01 2.075638e-01 -1.674227e-01 1.285587e-02 3.559456e-02 1.539686e-01 
32 417  6.445294898276604700e+07 0 0 4.305311e-01 2.396183e-01 -2.420845e-01 4.038217e-02 3.042146e-01 -9.879803e-01 -3.056806e-01 -9.846497e-01 3.348421e-01 3.827853e-02 -2.172511e-02 1.597320e-02 2.284661e-01 7.747003e-01 -2.097210e-01 2.113071e-02 -9.429810e-03 3.362399e-01 4.420945e-01 -3.185988e-01 2.510864e-02 -2.325199e-02 2.763936e-01 5.441464e-01 -3.189382e-01 1.433615e-02 2.329550e-02 2.320708e-01 
33 430  6.444362211938063100e+07 0 0 4.298408e-01 2.299606e-01 -2.449638e-01 6.740653e-02 2.899396e-01 -1.080006e+00 -3.050107e-01 -1.016314e+00 6.305351e-01 -1.598674e-01 -1.590684e-02 8.255265e-03 1.743656e-01 9.873976e-01 -8.637902e-02 2.292097e-02 -1.350813e-02 2.792325e-01 6.130264e-01 -3.440805e-01 2.379841e-02 -2.340835e-02 3.242345e-01 4.617867e-01 -2.736046e-01 1.688370e-02 1.695704e-02 1.748661e-01 
34 443  6.444075911959598200e+07 0 0 4.329918e-01 2.099001e-01 -2.500750e-01 7.394666e-02 3.085800e-01 -9.533659e-01 -2.997769e-01 -1.024914e+00 6.246910e-01 -3.447081e-01 -8.301732e-03 9.409619e-03 1.858266e-01 9.434818e-01 -2.543645e-01 2.220669e-02 -1.274982e-02 2.533206e-01 5.393629e-01 -1.835934e-01 2.739776e-02 -2.252736e-02 3.564569e-01 5.286558e-01 -2.802679e-01 1.408652e-02 2.930117e-02 8.229613e-02 
35 456  6.442983256208702200e+07 0 0 4.593381e-01 2.107379e-01 -2.482429e-01 1.476710e-01 2.643184e-01 -1.137894e+00 -3.043298e-01 -8.530967e-01 5.444354e-01 -3.183506e-01 -1.428201e-02 8.711017e-03 2.530747e-01 9.493125e-01 -2.987386e-02 2.078056e-02 -8.960250e-03 3.254978e-01 3.939807e-01 -2.371856e-01 1.776651e-02 -2.727572e-02 3.842398e-01 6.635106e-01 -3.792694e-01 1.605350e-02 1.992432e-02 1.550705e-01 
36 469  6.444988785558807100e+07 0 0 4.235146e-01 2.890548e-01 -2.472413e-01 1.856781e-01 2.421638e-01 -9.842027e-01 -3.159722e-01 -9.172186e-01 7.688399e-01 -3.489950e-01 -1.032423e-02 9.346910e-03 1.861072e-01 1.184537e+00 -6.017173e-03 1.084250e-02 -6.111210e-03 3.835258e-01 3.137623e-01 -2.515676e-01 2.128509e-02 -2.053593e-02 3.744599e-01 5.495227e-01 -5.074320e-01 1.301217e-02 1.888860e-02 1.857035e-01 
37 482  6.443548150491504400e+07 0 0 4.017852e-01 2.211092e-01 -2.433913e-01 1.506016e-01 3.019137e-01 -1.142991e+00 -3.059629e-01 -8.774131e-01 3.651238e-01 -2.106330e-01 -6.907531e-03 7.709238e-03 2.687367e-01 6.233532e-01 -1.859556e-01 2.354971e-02 -1.022187e-02 3.825597e-01 3.176756e-01 -3.712748e-01 1.138192e-02 -2.224105e-02 3.556771e-01 7.440110e-01 -1.123846e-01 1.275667e-02 2.132388e-02 1.732781e-01 
38 495  6.443359810429115600e+07 0 0 3.863170e-01 1.973116e-01 -2.423177e-01 1.424208e-01 3.050304e-01 -1.081211e+00 -3.067535e-01 -1.049970e+00 4.266543e-01 -2.615098e-01 -1.719490e-02 4.082302e-03 2.344040e-01 7.021941e-01 -1.398419e-01 2.025758e-02 -5.333784e-03 3.580709e-01 4.337270e-01 -3.664541e-01 1.640606e-02 -1.606364e-02 3.685340e-01 5.591883e-01 -2.257401e-01 1.417820e-02 2.996140e-02 2.594236e-01 
39 508  6.444530697322085500e+07 0 0 4.169050e-01 1.661912e-01 -2.477728e-01 2.190783e-01 3.039773e-01 -1.124263e+00 -3.067403e-01 -9.037036e-01 3.490613e-01 -3.682075e-01 -1.972865e-02 7.254737e-03 2.236748e-01 7.519769e-01 -4.108743e-02 2.361249e-02 -9.107611e-03 3.200938e-01 2.714505e-01 -3.353492e-01 1.689512e-02 -1.901567e-02 3.665276e-01 6.824686e-01 -2.860041e-01 1.256026e-02 2.899484e-02 2.342632e-01 
40 521  6.443209226528433000e+07 0 0 3.751797e-01 1.957003e-01 -2.470537e-01 1.696789e-01 2.836712e-01 -9.050528e-01 -3.010061e-01 -9.926508e-01 3.154502e-01 -2.860812e-01 -1.251599e-02 8.905624e-03 2.275773e-01 7.639584e-01 -9.934234e-02 1.116129e-02 -7.841742e-03 2.980812e-01 4.460633e-01 -2.740047e-01 2.334894e-02 -1.869250e-02 3.582542e-01 5.713357e-01 -3.281925e-02 1.388507e-02 2.403645e-02 2.086998e-01 
41 534  6.443818092465879800e+07 0 0 4.112138e-01 2.473706e-01 -2.371181e-01 1.186789e-01 2.489252e-01 -8.584385e-01 -3.093779e-01 -9.611462e-01 2.566615e-01 -2.728161e-01 -1.035327e-02 3.041765e-03 2.417437e-01 8.761318e-01 -9.940801e-02 2.000268e-02 -1.457552e-02 3.740221e-01 4.051502e-01 -2.685940e-01 2.410407e-02 -1.451998e-02 3.533050e-01 6.717567e-01 -8.338496e-05 1.020744e-02 2.552029e-02 2.278756e-01 
42 547  6.443549255862797800e+07 0 0 3.824288e-01 2.056533e-01 -2.397765e-01 1.061338e-01 2.634855e-01 -8.631762e-01 -3.075023e-01 -8.979718e-01 3.291383e-01 -3.241192e-01 -9.109096e-03 6.504119e-03 2.515484e-01 7.522454e-01 -1.170793e-02 1.392195e-02 -1.012703e-02 4.016889e-01 4.624127e-01 -2.326531e-01 2.340131e-02 -1.581777e-02 3.569093e-01 6.903377e-01 -1.510773e-01 4.595487e-03 2.322362e-02 2.822936e-01 
43 560  6.442698862050704700e+07 0 0 3.778457e-01 1.984530e-01 -2.412705e-01 2.425579e-01 2.915388e-01 -8.650705e-01 -3.046035e-01 -8.979406e-01 4.059912e-01 -3.773616e-01 -1.092883e-02 -1.063434e-04 2.482313e-01 7.561994e-01 -3.088103e-02 1.964712e-02 -9.558747e-03 3.155234e-01 5.344638e-01 -2.540590e-01 2.026408e-02 -1.578988e-02 3.597329e-01 6.917794e-01 -3.559658e-02 9.989174e-03 1.409274e-02 3.374746e-01 
44 573  6.443113803467624600e+07 0 0 3.698267e-01 2.117418e-01 -2.369809e-01 1.714556e-01 2.446264e-01 -9.624997e-01 -3.058650e-01 -8.962352e-01 5.275229e-01 -2.994392e-01 -1.123080e-02 6.492095e-03 2.949652e-01 9.377388e-01 -1.746722e-01 2.104522e-02 -1.312270e-02 3.331186e-01 6.862922e-01 -2.676598e-01 1.791999e-02 -1.150749e-02 3.735549e-01 5.939067e-01 4.535420e-03 5.683961e-03 1.876780e-02 3.119045e-01 
45 586  6.443296500010069500e+07 0 0 3.913545e-01 2.443626e-01 -2.385666e-01 1.322647e-01 2.656335e-01 -9.201775e-01 -3.090063e-01 -9.879408e-01 5.951537e-01 -2.418164e-01 -8.918817e-03 6.994123e-04 2.852704e-01 8.355547e-01 -1.617799e-01 1.985221e-02 -9.770491e-03 3.099990e-01 3.234498e-01 -2.526210e-01 2.085900e-02 -1.654714e-02 3.420080e-01 6.109196e-01 6.006342e-02 8.077960e-03 2.012043e-02 3.229365e-01 
46 599  6.442084209035686400e+07 0 0 3.794857e-01 2.408997e-01 -2.393686e-01 1.756284e-01 2.269488e-01 -8.116977e-01 -3.079787e-01 -1.026070e+00 5.759820e-01 -4.222387e-01 -7.643069e-03 -7.309287e-04 2.675865e-01 1.104913e+00 -9.730342e-02 1.937669e-02 -1.203875e-02 3.195757e-01 4.980396e-01 -2.930129e-01 1.909871e-02 -1.679884e-02 3.354439e-01 5.618204e-01 -6.748500e-02 7.777549e-03 2.208841e-02 3.209670e-01 
47 612  6.442070106894244300e+07 0 0 4.718736e-01 3.467660e-01 -2.364156e-01 1.558353e-01 2.546063e-01 -1.018601e+00 -3.039866e-01 -1.059813e+00 5.969159e-01 -2.399616e-01 -6.330393e-03 9.550662e-03 3.047273e-01 8.865919e-01 -1.886378e-01 2.007783e-02 -8.419450e-03 3.986053e-01 4.565513e-01 -1.066346e-01 2.286353e-02 -1.169394e-02 3.551139e-01 7.001656e-01 -1.300223e-01 1.769511e-02 2.141921e-02 3.650912e-01 
48 625  6.442698216864987500e+07 0 0 4.096379e-01 2.447864e-01 -2.380278e-01 2.406012e-01 3.359756e-01 -8.800157e-01 -3.023356e-01 -9.203395e-01 3.663850e-01 -2.962068e-01 -4.665380e-03 5.211163e-03 2.687358e-01 8.493942e-01 -1.262294e-01 2.291471e-02 -6.502144e-03 3.408622e-01 5.286334e-01 -2.264151e-01 1.426525e-02 -2.146543e-02 3.951080e-01 7.507598e-01 -1.398874e-01 1.285123e-02 2.049002e-02 3.266791e-01 
49 638  6.441168166995976900e+07 0 0 4.219989e-01 3.156839e-01 -2.373365e-01 2.736747e-01 2.858373e-01 -7.264856e-01 -3.017765e-01 -9.835424e-01 5.038858e-01 -1.943842e-01 1.552200e-03 2.668325e-03 2.860150e-01 1.017518e+00 -2.185592e-01 2.173808e-02 -1.047772e-02 3.678948e-01 7.043510e-01 -2.413861e-01 2.131924e-02 -2.255568e-02 3.816975e-01 8.152951e-01 -1.379383e-01 1.541412e-02 1.846520e-02 3.174217e-01 
50 651  6.441177149029053000e+07 0 0 4.485119e-01 3.216713e-01 -2.393313e-01 2.094385e-01 3.184300e-01 -9.270006e-01 -3.030329e-01 -9.245474e-01 5.771539e-01 -3.195328e-01 -5.702836e-03 2.635927e-03 2.740159e-01 8.012856e-01 -2.421418e-02 2.687895e-02 -9.321849e-03 3.650562e-01 5.611805e-01 -2.772514e-01 2.117373e-02 -2.305843e-02 3.099835e-01 6.484328e-01 -1.713394e-02 1.801063e-02 2.413976e-02 2.814730e-01 
51 664  6.440540044997849300e+07 0 0 4.814785e-01 4.337438e-01 -2.399259e-01 2.428230e-01 3.005306e-01 -9.626721e-01 -2.962269e-01 -9.490291e-01 6.484112e-01 -2.810832e-01 -3.928509e-05 7.428526e-03 2.398817e-01 9.229503e-01 -3.029560e-02 2.413086e-02 -1.512564e-02 3.888263e-01 7.314655e-01 -2.465128e-01 2.056506e-02 -2.268059e-02 4.008537e-01 7.257751e-01 -5.058353e-02 1.292304e-02 2.341510e-02 3.256334e-01 
52 677  6.440551803287165600e+07 0 0 4.046320e-01 2.900073e-01 -2.355506e-01 3.039282e-01 2.835613e-01 -9.204370e-01 -2.945855e-01 -9.388540e-01 6.446161e-01 -2.358188e-01 1.747586e-03 3.819304e-03 3.165418e-01 1.029338e+00 -1.569040e-01 2.247937e-02 -7.828398e-03 3.519925e-01 6.903638e-01 -2.108148e-01 2.047848e-02 -1.580938e-02 3.723771e-01 6.317028e-01 -1.279263e-01 1.190276e-02 2.037673e-02 3.066599e-01 
53 690  6.440138027589574500e+07 0 0 4.248518e-01 3.701369e-01 -2.360333e-01 2.293116e-01 3.148806e-01 -1.052102e+00 -2.985388e-01 -8.576891e-01 6.530307e-01 -2.419468e-01 -6.746798e-03 1.847822e-03 3.046506e-01 9.259722e-01 -8.356520e-02 2.758033e-02 -9.295291e-03 3.540504e-01 7.208801e-01 -2.926664e-01 1.491906e-02 -2.301969e-02 3.695126e-01 7.138382e-01 1.366535e-02 1.156191e-02 1.881714e-02 3.117339e-01 
54 703  6.439593775578811800e+07 0 0 4.222352e-01 5.270732e-01 -2.381855e-01 2.688646e-01 2.975865e-01 -9.431677e-01 -2.948327e-01 -8.175256e-01 8.493159e-01 -2.059035e-01 -7.921198e-03 2.767260e-03 3.067394e-01 9.934748e-01 -3.846604e-02 3.140668e-02 -6.412944e-03 3.344360e-01 7.676796e-01 -1.687291e-01 1.833050e-02 -2.216988e-02 3.805206e-01 7.477459e-01 -6.619189e-02 8.005122e-03 1.626936e-02 3.799028e-01 
